date,q_cms,prec_mean,prec_sum,tmax,tmin,wind,Nat-09109000
1966-09-19,7.5889025,0.0005761454022373,23.92789470031857,0.1700163734676503,0.0147615034538276,0.0077599433378837,5198.0
1966-09-20,5.125341,0.001090676883012,45.29690162837505,0.1750453880912422,0.0264527702117485,0.0038895809298226,5198.0
1966-09-21,4.95544,0.0001734083391955,7.20182173512876,0.1869767162779226,0.0301336350973357,0.0104650353424376,5198.0
1966-09-22,5.125341,0.0010475145266242,43.50432580523193,0.1864486768368491,0.0379102357487695,0.0055092797442165,5198.0
1966-09-23,5.125341,0.0024177675025754,100.41230214945972,0.1853133805042509,0.0325400302753192,0.0073311320118962,5198.0
1966-09-24,5.125341,0.0014380729674255,59.72460841014981,0.1768206880908437,0.0328152464634419,0.0174478592160423,5198.0
1966-09-25,5.2102914,0.001630048809886,67.69755712337792,0.1663234690302258,0.0269052032838312,0.0185421591206216,5198.0
1966-09-26,5.4651423,0.0011696416597354,48.57638777047396,0.1663677737018862,0.0257908549990467,0.0218588635129887,5198.0
1966-09-27,5.4651423,0.004707445373816,195.5049138199538,0.1375211288036243,0.0194132093823456,0.0065149626774698,5198.0
1966-09-28,5.4651423,0.0002902244598219,12.05331204086542,0.144279935473564,-0.0001668632717133,0.0110887477142513,5198.0
1966-09-29,5.4651423,0.0,0.0,0.1546177554189683,0.0058727216258344,0.0139414706531781,5198.0
1966-09-30,5.4651423,0.0003746153114439,15.558148499578238,0.1511632275843711,0.0111143483039477,0.005306223109273,5198.0
1966-10-01,5.635043,0.0021068485495793,87.49952711258084,0.1397837761270472,0.0048404806499967,0.0190955110875403,5405.0
1966-10-02,5.7199936,0.0012599410383491,52.32661126367748,0.1306611925169073,0.0235226697946552,0.0288653819027288,5405.0
1966-10-03,6.682765,0.0011125709931033,46.20618591457605,0.1184977490811645,0.030197442826163,0.0325662815746784,5405.0
1966-10-04,9.854246,0.0013199011594723,54.81681505404413,0.1247516309542468,-0.0041578579702554,0.0081983217941954,5405.0
1966-10-05,9.571078,0.0053173211346434,220.8336640428752,0.1263371939226381,0.017079530967091,0.0157886610102083,5405.0
1966-10-06,3.681184,0.0011320755249672,47.01622862741351,0.1300243196875271,0.005665165795774,0.0047713542052872,5405.0
1966-10-07,3.681184,0.0032829775951424,136.3453425038606,0.1353940432612061,-0.0043579494674227,0.009039597078325,5405.0
1966-10-08,3.681184,0.0012632757719521,52.46510608494282,0.1318667984660937,-0.0089988201014877,0.0173972643663731,5405.0
1966-10-09,3.681184,0.0,0.0,0.1412210156085107,-0.0110329632841735,0.0120087122550342,5405.0
1966-10-10,3.681184,0.0004795673214391,19.91691042669117,0.1472996076369067,-0.0147670415130282,0.0123413860208021,5405.0
1966-10-11,3.681184,0.0024126690134351,100.20055679697543,0.1448479448700447,0.011959018505736,0.0142936780885522,5405.0
1966-10-12,5.946528,0.0017048922730876,70.80588099360466,0.1368382655234648,-0.0105692133104198,0.0142827433351002,5405.0
1966-10-13,7.9853377,0.0,0.0,0.1264286920281528,-0.0174214442565472,0.0331588010853867,5405.0
1966-10-14,8.268506,2.082050808581537e-06,0.0864696521311998,0.1143343526770356,-0.0441585804076161,0.0297158435699278,5405.0
1966-10-15,11.100185,0.0002229103652099,9.257690377533436,0.091669355395533,-0.0599961474744874,0.0134231402836046,5405.0
1966-10-16,24.918783,0.0036553627395863,151.81086993776262,0.1085829864428104,-0.0314003996933513,0.0147457275965617,5405.0
1966-10-17,24.239182,0.0106479940643415,442.2218414861709,0.1045679133419057,-0.0179658568053196,0.017375180236248,5405.0
1966-10-18,7.78712,2.1885076816198935e-05,0.9089091252535582,0.101120127383785,-0.0420500349527177,0.0229953921580911,5405.0
1966-10-19,5.5500927,0.0,0.0,0.1121704267538709,-0.0537810309519789,0.0096592057268204,5405.0
1966-10-20,5.5500927,0.0,0.0,0.121337314645301,-0.04389925601782,0.0237621499308872,5405.0
1966-10-21,5.5500927,0.0,0.0,0.116743396183949,-0.0108738051670141,0.0361851587281984,5405.0
1966-10-22,5.635043,0.0,0.0,0.1097269508760637,-0.0367604922411291,0.0115177368021829,5405.0
1966-10-23,5.5500927,0.0,0.0,0.107055934221618,-0.0419426453125467,0.0230972590980016,5405.0
1966-10-24,5.5500927,0.0,0.0,0.113510630774936,-0.0548164023788368,0.0059114361503381,5405.0
1966-10-25,5.7199936,0.0,0.0,0.1267860150177052,-0.0444089957580839,0.0056944067075581,5405.0
1966-10-26,5.635043,0.0,0.0,0.1351884136634869,-0.0357740001399962,0.0078373135753652,5405.0
1966-10-27,5.5500927,0.0,0.0,0.1348248297335029,-0.0443959932640922,0.0107836429516679,5405.0
1966-10-28,5.125341,0.0,0.0,0.1306457825857016,-0.0421446629406056,0.0013984576312918,5405.0
1966-10-29,5.125341,0.0,0.0,0.1297076880115234,-0.0277961041567174,0.0095680362527081,5405.0
1966-10-30,5.125341,0.0,0.0,0.1318627050445293,-0.0323014133820736,0.0140661895985532,5405.0
1966-10-31,5.2102914,0.0,0.0,0.1269507115708909,-0.0463711443796672,0.0205173624583423,5405.0
1966-11-01,5.295242,0.0,0.0,0.1023806315027991,-0.0417731334445108,0.0137736757922599,3832.0
1966-11-02,5.2102914,0.0,0.0,0.0887580363963037,-0.0742353903894515,0.0199787610816776,3832.0
1966-11-03,5.4651423,0.0,0.0,0.0983908405649777,-0.0635065372052605,0.0130404392721301,3832.0
1966-11-04,5.380192,0.0,0.0,0.0968190025753394,-0.0523052660454643,0.0068802932828836,3832.0
1966-11-05,5.380192,0.0,0.0,0.0943167754823107,-0.0698478246119223,0.0131264318551516,3832.0
1966-11-06,5.380192,0.0012528726974641,52.03305599838495,0.0944838794483123,-0.0494924273412487,0.0238534924566684,3832.0
1966-11-07,5.4651423,0.0157381991139172,653.6231474000961,0.0779164960493385,-0.0352758180555206,0.0248046979802908,3832.0
1966-11-08,6.116429,0.0512378465999849,2127.9590071439743,0.0578312586516408,-0.0025323252144631,0.0359234275527619,3832.0
1966-11-09,6.0031614,0.0393781508666551,1635.413983643055,0.0322197876420881,-0.0268907563307941,0.0265942008808028,3832.0
1966-11-10,5.804944,0.0001318250312518,5.47482537291944,0.0172642122821644,-0.0610305555538858,0.0163003247902104,3832.0
1966-11-11,6.3995967,1.1784507094951204e-05,0.4894223641604185,0.0385309768438953,-0.0401348390051305,0.0139724123024704,3832.0
1966-11-12,6.5978146,5.396175773025911e-05,2.241085760295391,0.0668683633714536,-0.0363010763504879,0.0120148406475721,3832.0
1966-11-13,6.0031614,0.0,0.0,0.0840781583783944,-0.052084226304132,0.0037673296097089,3832.0
1966-11-14,5.804944,0.0,0.0,0.1008177023573937,-0.0559471237453074,0.0089366137687201,3832.0
1966-11-15,6.116429,0.0,0.0,0.107340300127077,-0.0464754040985355,0.0072933938357393,3832.0
1966-11-16,6.3995967,0.0,0.0,0.1089229728866084,-0.0408037369375423,0.0138673227018367,3832.0
1966-11-17,6.2013793,0.0,0.0,0.1037713995974383,-0.0371630829860862,0.0084498882155923,3832.0
1966-11-18,6.2863297,0.0,0.0,0.1003563602081296,-0.056564012374854,0.0030853033779082,3832.0
1966-11-19,6.2013793,0.0,0.0,0.0953810406794385,-0.0543959933429951,0.0125802659428107,3832.0
1966-11-20,6.2863297,0.0002101516197135,8.72780691832304,0.100637595987817,-0.050902699207732,0.0136702179877178,3832.0
1966-11-21,6.796032,0.0009177800640903,38.11632384173572,0.0950723555392819,-0.0376651175859239,0.0244028543869686,3832.0
1966-11-22,6.512864,0.0002773483945908,11.518556175753474,0.075414991175562,-0.0381921938768757,0.0278900391544987,3832.0
1966-11-23,6.116429,0.0021948296204846,91.15346896834671,0.0679969177701678,-0.0128243962453812,0.0224827523435991,3832.0
1966-11-24,5.946528,0.0040471888885315,168.0838017296046,0.0657313815467733,-0.0071686210402709,0.0136529828721882,3832.0
1966-11-25,5.66336,0.0008153428925738,33.86200567148626,0.0621018033366237,-0.0335255591611193,0.0073848758542716,3832.0
1966-11-26,5.946528,0.0,0.0,0.0606200186752922,-0.0336363198614743,0.0240258288812317,3832.0
1966-11-27,6.512864,0.0,0.0,0.0609633768323281,-0.0717430353905228,0.004835404983989,3832.0
1966-11-28,6.796032,0.0,0.0,0.0832900725191521,-0.0651828754686183,0.0051997018533227,3832.0
1966-11-29,7.0792,0.0,0.0,0.0872052201000576,-0.0429512892906993,0.0170273294036897,3832.0
1966-11-30,6.99425,0.0,0.0,0.0810803977039707,-0.0515655775647249,0.0042002932916745,3832.0
1966-12-01,6.796032,0.0,0.0,0.0734338205705896,-0.0606898463167619,0.0201413823179849,3992.0
1966-12-02,6.5978146,0.0088877556177512,369.1173785608262,0.0788801135646223,-0.0536098335709161,0.0164281814104271,3992.0
1966-12-03,6.9092994,0.0498594071874209,2070.71103990078,0.0535696227276501,-0.0448811731763265,0.0268160189341357,3992.0
